Pokémon,Sentiment,Sentiment_stemmed,Type,HP,Attack,Defense,SpAtk,SpDef,Speed,Total,Generation,Legendary,Tokens,Tokens_stemmed
Gulpin,5.711794871794872,5.641666666666668,Poison,70,43,53,43,53,40,302,III,None,"['gulpin', 'round', 'green', 'amorphous', 'pokémon', 'black', 'diamond', 'marking', 'back', 'yellow', 'feather-like', 'adornment', 'head', 'female', 'shorter', 'feather', 'male', 'face', 'consists', 'puckered', 'lips', 'slanted', 'eyes', 'usually', 'closed', 'two', 'stubby', 'appendages', 'shape', 'lips', 'swallows', 'anything', 'size', 'whole', 'since', 'stomach', 'comprises', 'body', 'heart', 'brain', 'small', 'comparison', 'stomach', 'unique', 'stomach', 'acid', 'allows', 'digest', 'almost', 'anything', 'digesting', 'vile', 'overpowering', 'gases', 'expelled', 'lives', 'grasslands', 'savannas']","['gulpin', 'round', 'green', 'amorph', 'pokémon', 'black', 'diamond', 'mark', 'back', 'yellow', 'feather-lik', 'adorn', 'head', 'femal', 'shorter', 'feather', 'male', 'face', 'consist', 'pucker', 'lip', 'slant', 'eye', 'usual', 'close', 'two', 'stubbi', 'appendag', 'shape', 'lip', 'swallow', 'anyth', 'size', 'whole', 'sinc', 'stomach', 'compris', 'bodi', 'heart', 'brain', 'small', 'comparison', 'stomach', 'uniqu', 'stomach', 'acid', 'allow', 'digest', 'almost', 'anyth', 'digest', 'vile', 'overpow', 'gase', 'expel', 'live', 'grassland', 'savanna']"
Swalot,5.515945945945946,5.396999999999999,Poison,100,73,83,73,83,55,467,III,None,"['swalot', 'tall', 'purple', 'amorphous', 'pokémon', 'red', 'beady', 'eyes', 'yellow', 'whiskers', 'female', 'swalot', 'shorter', 'whiskers', 'male', 'puckered', 'lips', 'fit', 'automobile', 'tire', 'mouth', 'hands', 'three', 'fingers', 'single', 'row', 'black', 'rhombi', 'running', 'across', 'midsection', 'expand', 'contract', 'body', 'capable', 'swallowing', 'anything', 'whole', 'digest', 'anything', 'except', 'stomach', 'lining', 'covers', 'prey', 'opponents', 'powerful', 'poison', 'lives', 'grasslands', 'savannas']","['swalot', 'tall', 'purpl', 'amorph', 'pokémon', 'red', 'beadi', 'eye', 'yellow', 'whisker', 'femal', 'swalot', 'shorter', 'whisker', 'male', 'pucker', 'lip', 'fit', 'automobil', 'tire', 'mouth', 'hand', 'three', 'finger', 'singl', 'row', 'black', 'rhombi', 'run', 'across', 'midsect', 'expand', 'contract', 'bodi', 'capabl', 'swallow', 'anyth', 'whole', 'digest', 'anyth', 'except', 'stomach', 'line', 'cover', 'prey', 'oppon', 'power', 'poison', 'live', 'grassland', 'savanna']"
Carvanha,5.515400000000002,5.49217391304348,"('Dark', 'Water')",45,90,20,65,20,65,305,III,None,"['carvanha', 'fish', 'pokémon', 'body', 'covered', 'tiny', 'sharp', 'denticles', 'top', 'half', 'spherical', 'body', 'blue', 'bottom', 'half', 'red', 'yellow', 'four-pointed', 'star', 'mouth', 'two', 'yellow', 'dorsal', 'fins', 'eyes', 'resemble', 'shark', 'fins', 'matching', 'wp|fish', 'anatomy', 'fins|pelvic', 'fin', 'belly', 'pectoral', 'fins', 'also', 'yellow', 'caudal', 'fin', 'composed', 'two', 'red', 'spines', 'thin', 'yellow', 'membrane', 'stretched', 'powerful', 'jaws', 'razor', 'sharp', 'teeth', 'able', 'chew', 'solid', 'steel', 'rip', 'boat', 'hulls', 'swarms', 'intruder', 'prey', 'invade', 'territory', 'becomes', 'timid', 'alone', 'lives', 'rivers', 'course', 'jungles', 'well', 'temperate', 'regions']","['carvanha', 'fish', 'pokémon', 'bodi', 'cover', 'tini', 'sharp', 'denticl', 'top', 'half', 'spheric', 'bodi', 'blue', 'bottom', 'half', 'red', 'yellow', 'four-point', 'star', 'mouth', 'two', 'yellow', 'dorsal', 'fin', 'eye', 'resembl', 'shark', 'fin', 'match', 'wp|fish', 'anatomi', 'fins|pelv', 'fin', 'belli', 'pector', 'fin', 'also', 'yellow', 'caudal', 'fin', 'compos', 'two', 'red', 'spine', 'thin', 'yellow', 'membran', 'stretch', 'power', 'jaw', 'razor', 'sharp', 'teeth', 'abl', 'chew', 'solid', 'steel', 'rip', 'boat', 'hull', 'swarm', 'intrud', 'prey', 'invad', 'territori', 'becom', 'timid', 'alon', 'live', 'river', 'cours', 'jungl', 'well', 'temper', 'region']"
Sharpedo,5.224100000000001,5.2107954545454565,"('Dark', 'Water')",70,120,40,95,40,95,460,III,None,"['sharpedo', 'torpedo-shaped', 'shark', 'pokémon', 'covered', 'tiny', 'sharp', 'denticles', 'large', 'mouth', 'filled', 'triangular', 'sharp', 'teeth', 'eyes', 'deep', 'red', 'color', 'glow', 'dark', 'two', 'gill', 'slits', 'situated', 'directly', 'behind', 'eye', 'mostly', 'dark', 'blue', 'white', 'underbelly', 'yellow', 'star-shaped', 'marking', 'snout', 'another', 'star', 'marking', 'rear', 'tall', 'dorsal', 'fin', 'two', 'notches', 'cut', 'wp|fish', 'anatomy', 'fins|pelvic', 'fin', 'directly', 'opposite', 'two', 'pectoral', 'fins', 'arranged', 'resemble', 'fins', 'back', 'torpedo', 'mega', 'sharpedo', 'fangs', 'mouth', 'transformed', 'horns', 'sprouted', 'nose', 'fangs', 'regrown', 'countless', 'times', 'yellow', 'patterns', 'body', 'old', 'resurfaced', 'scars', 'carved', 'battle', 'causing', 'sharp', 'pain', 'suffering', 'explosive', 'propulsion', 'exceed', 'instant', 'sharpedo', 'swallows', 'shoots', 'jets', 'seawater', 'rear', 'allows', 'swim', 'miles', 'per', 'hour', 'however', 'unable', 'swim', 'long', 'distances', 'feared', 'known', 'bully', 'sea', 'gangs', 'sea', 'group', 'due', 'sharp', 'teeth', 'prized', 'dorsal', 'fin', 'food', 'item', 'victim', 'overfishing', 'fangs', 'rip', 'iron', 'steel', 'able', 'tear', 'apart', 'supertanker', 'pieces', 'fangs', 'fall', 'grow', 'back', 'immediately', 'sensitive', 'scent', 'blood', 'lives', 'dl|list', 'pokémon', 'habitat|sea', 'pokémon|sea', 'sharpedo', 'known', 'prey', 'wailmer', 'particularly', 'small', 'ones']","['sharpedo', 'torpedo-shap', 'shark', 'pokémon', 'cover', 'tini', 'sharp', 'denticl', 'larg', 'mouth', 'fill', 'triangular', 'sharp', 'teeth', 'eye', 'deep', 'red', 'color', 'glow', 'dark', 'two', 'gill', 'slit', 'situat', 'directli', 'behind', 'eye', 'mostli', 'dark', 'blue', 'white', 'underbelli', 'yellow', 'star-shap', 'mark', 'snout', 'anoth', 'star', 'mark', 'rear', 'tall', 'dorsal', 'fin', 'two', 'notch', 'cut', 'wp|fish', 'anatomi', 'fins|pelv', 'fin', 'directli', 'opposit', 'two', 'pector', 'fin', 'arrang', 'resembl', 'fin', 'back', 'torpedo', 'mega', 'sharpedo', 'fang', 'mouth', 'transform', 'horn', 'sprout', 'nose', 'fang', 'regrown', 'countless', 'time', 'yellow', 'pattern', 'bodi', 'old', 'resurfac', 'scar', 'carv', 'battl', 'caus', 'sharp', 'pain', 'suffer', 'explos', 'propuls', 'exceed', 'instant', 'sharpedo', 'swallow', 'shoot', 'jet', 'seawat', 'rear', 'allow', 'swim', 'mile', 'per', 'hour', 'howev', 'unabl', 'swim', 'long', 'distanc', 'fear', 'known', 'bulli', 'sea', 'gang', 'sea', 'group', 'due', 'sharp', 'teeth', 'prize', 'dorsal', 'fin', 'food', 'item', 'victim', 'overfish', 'fang', 'rip', 'iron', 'steel', 'abl', 'tear', 'apart', 'supertank', 'piec', 'fang', 'fall', 'grow', 'back', 'immedi', 'sensit', 'scent', 'blood', 'live', 'dl|list', 'pokémon', 'habitat|sea', 'pokémon|sea', 'sharpedo', 'known', 'prey', 'wailmer', 'particularli', 'small', 'one']"
Nidoqueen,5.473506493506496,5.301538461538462,"('Ground', 'Poison')",90,82,87,75,85,76,495,I,None,"['nidoqueen', 'large', 'bipedal', 'blue', 'pokémon', 'distinct', 'reptilian', 'features', 'body', 'encased', 'extremely', 'hard', 'scales', 'serve', 'excellent', 'protection', 'attack', 'stand', 'nidoqueen', 'excited', 'provoked', 'blunt', 'snout', 'narrow', 'brown', 'eyes', 'large', 'ears', 'brown', 'insides', 'small', 'horn', 'forehead', 'single', 'spine', 'ear', 'line', 'toxic', 'spikes', 'running', 'length', 'back', 'hand', 'three', 'short', 'claws', 'foot', 'two', 'claws', 'lower', 'jaw', 'front', 'abdomen', 'two', 'plates', 'chest', 'cream-colored', 'thick', 'powerful', 'tail', 'nidoqueen', 'quite', 'fierce', 'protective', 'young', 'pokémon', 'strongest', 'defending', 'young', 'try', 'seal', 'entrance', 'burrow', 'protect', 'contact', 'foes', 'poison', 'spikes', 'back', 'cause', 'small', 'tremors', 'slamming', 'ground', 'also', 'adept', 'sending', 'foes', 'flying', 'harsh', 'tackles', 'uses', 'hefty', 'bulk', 'execute', 'powerful', 'moves', 'result', 'evolution', 'via', 'evolutionary', 'stone', 'nidoqueen', 'rarely', 'found', 'wild', 'though', 'found', 'savannas', 'plains']","['nidoqueen', 'larg', 'biped', 'blue', 'pokémon', 'distinct', 'reptilian', 'featur', 'bodi', 'encas', 'extrem', 'hard', 'scale', 'serv', 'excel', 'protect', 'attack', 'stand', 'nidoqueen', 'excit', 'provok', 'blunt', 'snout', 'narrow', 'brown', 'eye', 'larg', 'ear', 'brown', 'insid', 'small', 'horn', 'forehead', 'singl', 'spine', 'ear', 'line', 'toxic', 'spike', 'run', 'length', 'back', 'hand', 'three', 'short', 'claw', 'foot', 'two', 'claw', 'lower', 'jaw', 'front', 'abdomen', 'two', 'plate', 'chest', 'cream-color', 'thick', 'power', 'tail', 'nidoqueen', 'quit', 'fierc', 'protect', 'young', 'pokémon', 'strongest', 'defend', 'young', 'tri', 'seal', 'entranc', 'burrow', 'protect', 'contact', 'foe', 'poison', 'spike', 'back', 'caus', 'small', 'tremor', 'slam', 'ground', 'also', 'adept', 'send', 'foe', 'fli', 'harsh', 'tackl', 'use', 'hefti', 'bulk', 'execut', 'power', 'move', 'result', 'evolut', 'via', 'evolutionari', 'stone', 'nidoqueen', 'rare', 'found', 'wild', 'though', 'found', 'savanna', 'plain']"
Wailmer,5.952075471698115,6.0293478260869575,Water,130,70,35,70,35,60,400,III,None,"['wailmer', 'spherical', 'whale', 'pokémon', 'tail', 'dark', 'blue', 'topside', 'tan', 'underbelly', 'grooves', 'two', 'fins', 'finger-like', 'appendages', 'baleen', 'plates', 'resemble', 'teeth', 'blowhole', 'top', 'head', 'wailmer', 'stores', 'water', 'inside', 'body', 'expels', 'nostrils', 'startle', 'people', 'storing', 'water', 'body', 'turn', 'bouncing', 'ball', 'water', 'filling', 'body', 'higher', 'bounce', 'becomes', 'lethargic', 'dry', 'swims', 'mouth', 'open', 'eats', 'tons', 'food', 'day', 'wishiwashi', 'lives', 'sea', 'live', 'land', 'short', 'amount', 'time', 'occasionally', 'bounces', 'onto', 'beaches', 'play', 'rare', 'occasions', 'pods', 'seen', 'washed', 'shore', 'due', 'memories', 'living', 'land', 'dhelmise', 'along', 'sharpedo', 'natural', 'predators', 'wailmer']","['wailmer', 'spheric', 'whale', 'pokémon', 'tail', 'dark', 'blue', 'topsid', 'tan', 'underbelli', 'groov', 'two', 'fin', 'finger-lik', 'appendag', 'baleen', 'plate', 'resembl', 'teeth', 'blowhol', 'top', 'head', 'wailmer', 'store', 'water', 'insid', 'bodi', 'expel', 'nostril', 'startl', 'peopl', 'store', 'water', 'bodi', 'turn', 'bounc', 'ball', 'water', 'fill', 'bodi', 'higher', 'bounc', 'becom', 'letharg', 'dri', 'swim', 'mouth', 'open', 'eat', 'ton', 'food', 'day', 'wishiwashi', 'live', 'sea', 'live', 'land', 'short', 'amount', 'time', 'occasion', 'bounc', 'onto', 'beach', 'play', 'rare', 'occas', 'pod', 'seen', 'wash', 'shore', 'due', 'memori', 'live', 'land', 'dhelmis', 'along', 'sharpedo', 'natur', 'predat', 'wailmer']"
Wailord,5.6513333333333335,5.6440740740740765,Water,170,90,45,90,45,60,500,III,None,"['wailord', 'huge', 'pokémon', 'based', 'blue', 'whale', 'small', 'beady', 'eyes', 'huge', 'mouth', 'throat', 'lined', 'grooves', 'blue', 'back', 'four', 'white', 'spots', 'tan', 'grooved', 'underbelly', 'two', 'pairs', 'fins', 'along', 'sides', 'horizontal', 'tail', 'back', 'one', 'tallest', 'known', 'pokémon', 'existence.', 'remove', 'height', 'sentence', 'important', 'trivia', 'section.', 'jumping', 'water', 'makes', 'giant', 'splash', 'due', 'large', 'size', 'dive', 'deep', 'feet', 'meters', 'one', 'breath', 'lives', 'sea', 'large', 'groups', 'called', 'pods', 'pod', 'wailord', 'travels', 'together', 'order', 'search', 'food', 'able', 'eat', 'large', 'quantities', 'one', 'time', 'schools', 'wishiwashi', 'wailmer', 'attacked', 'predators', 'sharpedo', 'dhelmise', 'whole', 'pod', 'works', 'defend']","['wailord', 'huge', 'pokémon', 'base', 'blue', 'whale', 'small', 'beadi', 'eye', 'huge', 'mouth', 'throat', 'line', 'groov', 'blue', 'back', 'four', 'white', 'spot', 'tan', 'groov', 'underbelli', 'two', 'pair', 'fin', 'along', 'side', 'horizont', 'tail', 'back', 'one', 'tallest', 'known', 'pokémon', 'existence.', 'remov', 'height', 'sentenc', 'import', 'trivia', 'section.', 'jump', 'water', 'make', 'giant', 'splash', 'due', 'larg', 'size', 'dive', 'deep', 'feet', 'meter', 'one', 'breath', 'live', 'sea', 'larg', 'group', 'call', 'pod', 'pod', 'wailord', 'travel', 'togeth', 'order', 'search', 'food', 'abl', 'eat', 'larg', 'quantiti', 'one', 'time', 'school', 'wishiwashi', 'wailmer', 'attack', 'predat', 'sharpedo', 'dhelmis', 'whole', 'pod', 'work', 'defend']"
Numel,5.4680851063829765,5.4652631578947375,"('Fire', 'Ground')",60,60,40,65,45,35,305,III,None,"['numel', 'yellow', 'quadruped', 'pokémon', 'resembles', 'dromedary', 'camel', 'volcano-like', 'hump', 'back', 'hump', 'green', 'top', 'fades', 'yellow', 'small', 'green', 'spots', 'contains', 'magma', 'almost', 'nbsp', 'nbsp', 'female', 'bigger', 'hump', 'male', 'bangs', 'top', 'head', 'sleepy', 'eyes', 'brown', 'circles', 'around', 'short', 'stubby', 'legs', 'numel', 'strong', 'pokémon', 'served', 'humans', 'many', 'years', 'ability', 'carry', 'heavy', 'loads', 'nbsp', 'lbs', 'nbsp', 'kg', 'however', 'slows', 'wet', 'stand', 'hungry', 'due', 'dull', 'wits', 'notice', 'hit', 'numel', 'lives', 'volcanic', 'mountains']","['numel', 'yellow', 'quadrup', 'pokémon', 'resembl', 'dromedari', 'camel', 'volcano-lik', 'hump', 'back', 'hump', 'green', 'top', 'fade', 'yellow', 'small', 'green', 'spot', 'contain', 'magma', 'almost', 'nbsp', 'nbsp', 'femal', 'bigger', 'hump', 'male', 'bang', 'top', 'head', 'sleepi', 'eye', 'brown', 'circl', 'around', 'short', 'stubbi', 'leg', 'numel', 'strong', 'pokémon', 'serv', 'human', 'mani', 'year', 'abil', 'carri', 'heavi', 'load', 'nbsp', 'lb', 'nbsp', 'kg', 'howev', 'slow', 'wet', 'stand', 'hungri', 'due', 'dull', 'wit', 'notic', 'hit', 'numel', 'live', 'volcan', 'mountain']"
Camerupt,5.526470588235296,5.455,"('Fire', 'Ground')",70,100,70,105,75,40,460,III,None,"['camerupt', 'quadruped', 'pokémon', 'resembles', 'bactrian', 'camel', 'two', 'gray', 'volcanoes', 'back', 'two', 'volcanoes', 'female', 'back', 'bigger', 'male', 'also', 'stout', 'body', 'red', 'shaggy', 'fur', 'three', 'blue', 'ring-shaped', 'markings', 'sides', 'bangs', 'top', 'head', 'droopy', 'ears', 'tan', 'furless', 'muzzle', 'mega', 'camerupt', 'humps', 'back', 'transformed', 'one', 'large', 'active', 'volcano', 'fur', 'expands', 'grows', 'point', 'hooves', 'seen', 'ears', 'tufts', 'head', 'grow', 'thicker', 'longer', 'standing', 'end', 'gains', 'gray', 'front', 'face', 'loses', 'three', 'blue', 'rings', 'body', 'magma', 'constantly', 'bubbling', 'within', 'body', 'deep', 'hatred', 'water', 'moisture', 'explosive', 'personality', 'short', 'temper', 'volcano', 'back', 'erupts', 'constantly', 'effort', 'intimidate', 'foes.', 'ref', 'name=', 'mega', 'http', 'body', 'contains', 'amounts', 'molten', 'lava', 'nbsp', 'nbsp', 'erupts', 'humps', 'pokémon', 'angered', 'shown', 'anime', 'become', 'uncontrollably', 'angry', 'struck', 'face', 'lives', 'craters', 'volcanoes']","['camerupt', 'quadrup', 'pokémon', 'resembl', 'bactrian', 'camel', 'two', 'gray', 'volcano', 'back', 'two', 'volcano', 'femal', 'back', 'bigger', 'male', 'also', 'stout', 'bodi', 'red', 'shaggi', 'fur', 'three', 'blue', 'ring-shap', 'mark', 'side', 'bang', 'top', 'head', 'droopi', 'ear', 'tan', 'furless', 'muzzl', 'mega', 'camerupt', 'hump', 'back', 'transform', 'one', 'larg', 'activ', 'volcano', 'fur', 'expand', 'grow', 'point', 'hoov', 'seen', 'ear', 'tuft', 'head', 'grow', 'thicker', 'longer', 'stand', 'end', 'gain', 'gray', 'front', 'face', 'lose', 'three', 'blue', 'ring', 'bodi', 'magma', 'constantli', 'bubbl', 'within', 'bodi', 'deep', 'hatr', 'water', 'moistur', 'explos', 'person', 'short', 'temper', 'volcano', 'back', 'erupt', 'constantli', 'effort', 'intimid', 'foes.', 'ref', 'name=', 'mega', 'http', 'bodi', 'contain', 'amount', 'molten', 'lava', 'nbsp', 'nbsp', 'erupt', 'hump', 'pokémon', 'anger', 'shown', 'anim', 'becom', 'uncontrol', 'angri', 'struck', 'face', 'live', 'crater', 'volcano']"
Torkoal,5.4256363636363645,5.191702127659572,Fire,70,85,140,85,70,20,470,III,None,"['torkoal', 'tortoise-like', 'quadruped', 'pokémon', 'large', 'black', 'rock-like', 'shell', 'holes', 'glow', 'red', 'warmth', 'skin', 'reddish', 'brown', 'gray-black', 'bands', 'legs', 'neck', 'long', 'neck', 'eyes', 'seem', 'permanently', 'closed', 'torkoal', 'lives', 'mountains', 'volcanic', 'areas', 'looks', 'large', 'deposits', 'coal', 'uses', 'coal', 'fill', 'hollow', 'spaces', 'shell', 'burns', 'energy', 'coal', 'torkoal', 'source', 'energy', 'becomes', 'immobile', 'runs', 'coal', 'burn', 'torkoal', 'healthy', 'smoke', 'spouting', 'shell', 'tremendous', 'velocity', 'blows', 'smoke', 'nostrils', 'top', 'back', 'sounds', 'like', 'locomotive', 'horn', 'blows', 'black', 'smoke', 'fleeing', 'attacked']","['torkoal', 'tortoise-lik', 'quadrup', 'pokémon', 'larg', 'black', 'rock-lik', 'shell', 'hole', 'glow', 'red', 'warmth', 'skin', 'reddish', 'brown', 'gray-black', 'band', 'leg', 'neck', 'long', 'neck', 'eye', 'seem', 'perman', 'close', 'torkoal', 'live', 'mountain', 'volcan', 'area', 'look', 'larg', 'deposit', 'coal', 'use', 'coal', 'fill', 'hollow', 'space', 'shell', 'burn', 'energi', 'coal', 'torkoal', 'sourc', 'energi', 'becom', 'immobil', 'run', 'coal', 'burn', 'torkoal', 'healthi', 'smoke', 'spout', 'shell', 'tremend', 'veloc', 'blow', 'smoke', 'nostril', 'top', 'back', 'sound', 'like', 'locomot', 'horn', 'blow', 'black', 'smoke', 'flee', 'attack']"
Spoink,5.831086956521737,5.84775,Psychic,60,25,35,70,80,60,330,III,None,"['spoink', 'gray', 'pig-like', 'pokémon', 'dark', 'circular', 'eyes', 'large', 'gray', 'nose', 'small', 'ears', 'stubby', 'arms', 'possesses', 'hind', 'legs', 'motion', 'achieved', 'bouncing', 'spring-like', 'tail', 'bouncing', 'vital', 'function', 'keeps', 'heart', 'beating', 'even', 'sleeping', 'continues', 'bounce', 'wears', 'pearl', 'produced', 'clamperl', 'top', 'head', 'amplifies', 'psychic', 'powers', 'spoink', 'weakened', 'without', 'pearl', 'always', 'searches', 'bigger', 'pearls', 'anime', 'shown', 'easily', 'mistake', 'round', 'objects', 'pearl', 'lives', 'dl|list', 'pokémon', 'habitat|mountain', 'pokémon|mountainous', 'areas', 'likes', 'eat', 'mushrooms', 'grow', 'underground']","['spoink', 'gray', 'pig-lik', 'pokémon', 'dark', 'circular', 'eye', 'larg', 'gray', 'nose', 'small', 'ear', 'stubbi', 'arm', 'possess', 'hind', 'leg', 'motion', 'achiev', 'bounc', 'spring-lik', 'tail', 'bounc', 'vital', 'function', 'keep', 'heart', 'beat', 'even', 'sleep', 'continu', 'bounc', 'wear', 'pearl', 'produc', 'clamperl', 'top', 'head', 'amplifi', 'psychic', 'power', 'spoink', 'weaken', 'without', 'pearl', 'alway', 'search', 'bigger', 'pearl', 'anim', 'shown', 'easili', 'mistak', 'round', 'object', 'pearl', 'live', 'dl|list', 'pokémon', 'habitat|mountain', 'pokémon|mountain', 'area', 'like', 'eat', 'mushroom', 'grow', 'underground']"
Grumpig,5.733125000000001,5.795365853658537,Psychic,80,45,65,90,110,80,470,III,None,"['grumpig', 'bipedal', 'pig-like', 'pokémon', 'large', 'ears', 'pink', 'snout', 'oval', 'eyes', 'lower', 'half', 'body', 'black', 'upper', 'half', 'purple', 'black', 'markings', 'ears', 'arms', 'hands', 'feet', 'purple', 'tail', 'pink', 'curly', 'appear', 'three', 'shining', 'black', 'pearls', 'body', 'two', 'small', 'ones', 'head', 'larger', 'nearly', 'flat', 'pearl', 'midsection', 'black', 'meets', 'purple', 'pearls', 'used', 'amplify', 'psychic', 'powers', 'allow', 'control', 'opponents', 'dance', 'performs', 'using', 'powers', 'popular', 'lives', 'mountains']","['grumpig', 'biped', 'pig-lik', 'pokémon', 'larg', 'ear', 'pink', 'snout', 'oval', 'eye', 'lower', 'half', 'bodi', 'black', 'upper', 'half', 'purpl', 'black', 'mark', 'ear', 'arm', 'hand', 'feet', 'purpl', 'tail', 'pink', 'curli', 'appear', 'three', 'shine', 'black', 'pearl', 'bodi', 'two', 'small', 'one', 'head', 'larger', 'nearli', 'flat', 'pearl', 'midsect', 'black', 'meet', 'purpl', 'pearl', 'use', 'amplifi', 'psychic', 'power', 'allow', 'control', 'oppon', 'danc', 'perform', 'use', 'power', 'popular', 'live', 'mountain']"
Spinda,5.429000000000001,5.4721153846153845,Normal,60,60,60,60,60,60,360,III,None,"['spinda', 'bipedal', 'panda', 'pokémon', 'rabbit-like', 'features', 'eyes', 'made', 'two', 'black', 'spirals', 'point', 'opposite', 'direction', 'similar', 'swirling', 'pattern', 'ears', 'small', 'body', 'short', 'stumpy', 'arms', 'legs', 'coat', 'primarily', 'cream-colored', 'arms', 'red', 'red', 'stripe', 'bordering', 'along', 'bottom', 'belly', 'well', 'two', 'small', 'spots', 'soles', 'feet', 'four', 'spots', 'appear', 'anywhere', 'face', 'ears', 'fifth', 'back', 'head', 'spot', 'patterns', 'different', 'every', 'spinda', 'dizzying', 'confusing', 'scattering', 'dance-like', 'movements', 'used', 'former', 'signature', 'move', 'teeter', 'dance', 'though', 'thinks', 'walking', 'straight', 'line', 'movements', 'confuse', 'opponents', 'make', 'difficult', 'aim', 'lives', 'mountains']","['spinda', 'biped', 'panda', 'pokémon', 'rabbit-lik', 'featur', 'eye', 'made', 'two', 'black', 'spiral', 'point', 'opposit', 'direct', 'similar', 'swirl', 'pattern', 'ear', 'small', 'bodi', 'short', 'stumpi', 'arm', 'leg', 'coat', 'primarili', 'cream-color', 'arm', 'red', 'red', 'stripe', 'border', 'along', 'bottom', 'belli', 'well', 'two', 'small', 'spot', 'sole', 'feet', 'four', 'spot', 'appear', 'anywher', 'face', 'ear', 'fifth', 'back', 'head', 'spot', 'pattern', 'differ', 'everi', 'spinda', 'dizzi', 'confus', 'scatter', 'dance-lik', 'movement', 'use', 'former', 'signatur', 'move', 'teeter', 'danc', 'though', 'think', 'walk', 'straight', 'line', 'movement', 'confus', 'oppon', 'make', 'difficult', 'aim', 'live', 'mountain']"
Trapinch,5.5486206896551735,5.331666666666668,Ground,45,100,45,45,45,10,290,III,None,"['trapinch', 'orange', 'insectoid', 'pokémon', 'round', 'body', 'white', 'underside', 'four', 'stumpy', 'legs', 'proportionally', 'large', 'head', 'small', 'eyes', 'zigzagging', 'mouth', 'large', 'jaws', 'powerful', 'enough', 'crush', 'boulders', 'pokémon', 'lives', 'arid', 'deserts', 'go', 'week', 'without', 'water', 'digs', 'sand', 'build', 'bowl-', 'cone-shaped', 'nest', 'waits', 'prey', 'stumble', 'inside', 'become', 'trapped', 'natural', 'predator', 'sandile']","['trapinch', 'orang', 'insectoid', 'pokémon', 'round', 'bodi', 'white', 'undersid', 'four', 'stumpi', 'leg', 'proport', 'larg', 'head', 'small', 'eye', 'zigzag', 'mouth', 'larg', 'jaw', 'power', 'enough', 'crush', 'boulder', 'pokémon', 'live', 'arid', 'desert', 'go', 'week', 'without', 'water', 'dig', 'sand', 'build', 'bowl-', 'cone-shap', 'nest', 'wait', 'prey', 'stumbl', 'insid', 'becom', 'trap', 'natur', 'predat', 'sandil']"
Vibrava,5.5062295081967205,5.409166666666668,"('Dragon', 'Ground')",50,70,50,50,50,70,340,III,None,"['vibrava', 'dragonfly-like', 'pokémon', 'small', 'head', 'two', 'yellow', 'antennae', 'green', 'bulging', 'eyes', 'black', 'oval-shaped', 'pupils', 'mouth', 'two', 'large', 'white', 'teeth', 'protruding', 'side', 'skinny', 'yellow', 'body', 'four', 'skinny', 'black', 'legs', 'slender', 'feet', 'four', 'green', 'rhombus-shaped', 'wings', 'black', 'edges', 'similarly-colored', 'rhombus', 'shapes', 'end', 'tail', 'vibrava', 'wings', 'fully', 'developed', 'unable', 'fly', 'far', 'however', 'able', 'create', 'vibrations', 'ultrasonic', 'waves', 'wings', 'humans', 'get', 'headaches', 'waves', 'causing', 'prey', 'faint', 'saprotroph', 'spits', 'stomach', 'acid', 'melt', 'prey', 'consumption', 'vibrava', 'calls', 'desert', 'home', 'also', 'known', 'preserve', 'captured', 'prey', 'desert', 'hot', 'sands']","['vibrava', 'dragonfly-lik', 'pokémon', 'small', 'head', 'two', 'yellow', 'antenna', 'green', 'bulg', 'eye', 'black', 'oval-shap', 'pupil', 'mouth', 'two', 'larg', 'white', 'teeth', 'protrud', 'side', 'skinni', 'yellow', 'bodi', 'four', 'skinni', 'black', 'leg', 'slender', 'feet', 'four', 'green', 'rhombus-shap', 'wing', 'black', 'edg', 'similarly-color', 'rhombu', 'shape', 'end', 'tail', 'vibrava', 'wing', 'fulli', 'develop', 'unabl', 'fli', 'far', 'howev', 'abl', 'creat', 'vibrat', 'ultrason', 'wave', 'wing', 'human', 'get', 'headach', 'wave', 'caus', 'prey', 'faint', 'saprotroph', 'spit', 'stomach', 'acid', 'melt', 'prey', 'consumpt', 'vibrava', 'call', 'desert', 'home', 'also', 'known', 'preserv', 'captur', 'prey', 'desert', 'hot', 'sand']"
